age,weight,height,bmi,fitness_level,fitness_level_name,goal,goal_name,category,category_label
23,74.21,177.09,23.66,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
62,78.79,175.67,25.53,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
37,119.79,177.95,37.83,0,Beginner,2,General Fitness,2,Beginner - General Fitness
36,50.25,186.46,14.45,2,Advanced,2,General Fitness,8,Advanced - General Fitness
21,79.82,186.14,23.04,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
60,114.7,168.96,40.18,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
26,45.4,190.22,12.55,0,Beginner,2,General Fitness,2,Beginner - General Fitness
42,88.58,171.3,30.18,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
62,71.27,183.87,21.08,0,Beginner,2,General Fitness,2,Beginner - General Fitness
54,60.54,185.66,17.56,2,Advanced,2,General Fitness,8,Advanced - General Fitness
45,59.62,194.52,15.76,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
34,64.37,180.27,19.81,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
53,108.94,177.08,34.74,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
29,80.54,185.82,23.33,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
57,89.98,193.08,24.14,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
61,100.93,177.9,31.89,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
29,78.29,172.54,26.3,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
55,84.99,181.84,25.71,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
18,84.65,191.3,23.13,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
63,61.4,179.77,19.0,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
56,103.26,191.08,28.28,2,Advanced,2,General Fitness,8,Advanced - General Fitness
23,104.0,188.68,29.21,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
54,64.47,151.68,28.02,0,Beginner,2,General Fitness,2,Beginner - General Fitness
32,86.8,151.95,37.59,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
42,112.34,194.41,29.73,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
24,119.71,191.27,32.72,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
50,88.25,153.36,37.52,2,Advanced,2,General Fitness,8,Advanced - General Fitness
48,105.1,183.71,31.14,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
44,63.11,152.02,27.31,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
52,46.68,168.02,16.54,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
28,46.03,154.01,19.4,0,Beginner,2,General Fitness,2,Beginner - General Fitness
39,46.08,188.22,13.01,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
49,68.17,156.63,27.79,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
52,115.38,170.74,39.58,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
36,88.57,199.53,22.25,2,Advanced,2,General Fitness,8,Advanced - General Fitness
60,95.71,156.92,38.87,0,Beginner,2,General Fitness,2,Beginner - General Fitness
40,114.61,196.46,29.7,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
22,119.67,199.06,30.2,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
59,98.63,179.66,30.56,2,Advanced,2,General Fitness,8,Advanced - General Fitness
35,72.18,193.18,19.34,2,Advanced,2,General Fitness,8,Advanced - General Fitness
38,92.37,152.72,39.61,2,Advanced,2,General Fitness,8,Advanced - General Fitness
42,93.65,163.76,34.92,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
24,89.95,158.97,35.59,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
64,78.97,197.44,20.26,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
50,90.73,184.98,26.51,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
55,85.2,174.42,28.0,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
30,88.84,191.69,24.18,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
43,100.54,154.75,41.99,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
37,47.38,171.17,16.17,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
37,111.07,194.15,29.47,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
24,82.62,198.81,20.9,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
40,66.49,190.13,18.39,2,Advanced,2,General Fitness,8,Advanced - General Fitness
37,61.22,184.56,17.97,2,Advanced,2,General Fitness,8,Advanced - General Fitness
25,115.56,188.8,32.42,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
29,106.27,192.63,28.64,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
36,86.39,189.47,24.06,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
51,80.62,152.76,34.55,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
54,84.74,199.27,21.34,0,Beginner,2,General Fitness,2,Beginner - General Fitness
57,60.55,181.53,18.37,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
27,64.23,167.77,22.82,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
49,118.15,158.51,47.03,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
55,109.85,157.75,44.14,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
19,107.2,185.33,31.21,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
22,80.89,189.03,22.64,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
61,65.52,174.39,21.54,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
48,67.98,191.12,18.61,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
51,79.38,186.25,22.88,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
29,103.28,193.11,27.69,2,Advanced,2,General Fitness,8,Advanced - General Fitness
56,87.19,188.26,24.6,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
38,81.7,187.08,23.34,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
36,94.36,155.85,38.85,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
56,79.05,188.12,22.34,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
62,116.36,158.77,46.16,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
43,110.22,170.14,38.08,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
30,94.63,157.06,38.36,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
47,109.07,174.54,35.8,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
33,66.43,196.36,17.23,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
23,73.09,189.89,20.27,2,Advanced,2,General Fitness,8,Advanced - General Fitness
29,86.76,192.26,23.47,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
42,46.89,162.63,17.73,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
37,63.73,163.16,23.94,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
59,104.44,181.37,31.75,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
53,79.37,167.56,28.27,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
25,114.06,152.0,49.36,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
43,103.94,179.5,32.26,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
45,102.04,157.72,41.02,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
35,83.47,185.2,24.33,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
46,98.11,173.78,32.49,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
47,60.33,167.02,21.63,2,Advanced,2,General Fitness,8,Advanced - General Fitness
26,80.12,188.68,22.51,0,Beginner,2,General Fitness,2,Beginner - General Fitness
47,86.34,171.91,29.21,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
18,104.7,187.69,29.72,0,Beginner,2,General Fitness,2,Beginner - General Fitness
29,99.34,155.58,41.04,0,Beginner,2,General Fitness,2,Beginner - General Fitness
29,73.48,190.07,20.34,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
28,87.63,182.58,26.29,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
46,109.24,191.75,29.71,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
55,46.44,191.34,12.68,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
52,76.39,164.63,28.19,0,Beginner,2,General Fitness,2,Beginner - General Fitness
19,95.09,196.66,24.59,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
23,95.89,165.88,34.85,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
54,111.36,186.95,31.86,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
60,70.48,172.78,23.61,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
58,71.02,171.78,24.07,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
52,55.67,165.66,20.29,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
35,119.38,177.05,38.08,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
61,57.37,162.0,21.86,2,Advanced,2,General Fitness,8,Advanced - General Fitness
31,78.66,195.66,20.55,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
41,80.32,183.1,23.96,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
36,112.83,190.87,30.97,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
33,103.82,173.12,34.64,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
61,75.84,170.12,26.21,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
37,101.81,164.75,37.51,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
42,99.73,197.01,25.69,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
37,107.32,155.99,44.1,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
50,53.77,184.11,15.86,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
63,89.71,171.69,30.43,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
22,71.63,152.26,30.9,2,Advanced,2,General Fitness,8,Advanced - General Fitness
21,88.61,155.29,36.74,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
57,94.28,194.92,24.81,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
42,115.7,154.14,48.7,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
22,52.41,153.78,22.16,0,Beginner,2,General Fitness,2,Beginner - General Fitness
62,88.88,161.31,34.16,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
18,97.48,180.85,29.8,2,Advanced,2,General Fitness,8,Advanced - General Fitness
43,104.21,187.41,29.67,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
45,118.77,162.98,44.71,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
38,63.01,157.22,25.49,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
29,84.27,160.91,32.55,0,Beginner,2,General Fitness,2,Beginner - General Fitness
18,63.96,178.88,19.99,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
38,100.89,153.82,42.64,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
33,72.19,190.29,19.94,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
43,56.7,191.73,15.43,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
23,87.43,159.13,34.52,0,Beginner,2,General Fitness,2,Beginner - General Fitness
44,103.61,163.79,38.62,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
22,115.03,184.19,33.91,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
43,115.28,165.59,42.04,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
35,69.91,196.41,18.12,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
24,76.33,155.82,31.44,2,Advanced,2,General Fitness,8,Advanced - General Fitness
60,48.3,184.67,14.16,2,Advanced,2,General Fitness,8,Advanced - General Fitness
37,86.3,170.16,29.81,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
34,112.44,198.11,28.65,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
23,95.69,182.91,28.6,2,Advanced,2,General Fitness,8,Advanced - General Fitness
21,86.72,151.46,37.81,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
43,57.62,193.97,15.31,2,Advanced,2,General Fitness,8,Advanced - General Fitness
25,82.68,186.57,23.75,0,Beginner,2,General Fitness,2,Beginner - General Fitness
62,107.74,152.51,46.32,2,Advanced,2,General Fitness,8,Advanced - General Fitness
59,68.74,164.28,25.47,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
55,84.85,183.87,25.1,0,Beginner,2,General Fitness,2,Beginner - General Fitness
51,106.84,157.32,43.17,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
23,115.74,161.86,44.18,0,Beginner,2,General Fitness,2,Beginner - General Fitness
23,63.84,192.21,17.28,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
54,112.62,160.76,43.58,2,Advanced,2,General Fitness,8,Advanced - General Fitness
20,107.14,185.64,31.09,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
58,60.82,192.86,16.35,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
39,54.93,169.11,19.21,2,Advanced,2,General Fitness,8,Advanced - General Fitness
30,119.27,151.29,52.11,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
50,77.32,165.22,28.32,0,Beginner,2,General Fitness,2,Beginner - General Fitness
27,91.71,161.13,35.32,2,Advanced,2,General Fitness,8,Advanced - General Fitness
47,103.22,156.53,42.13,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
27,112.35,154.21,47.25,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
58,48.93,157.98,19.6,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
52,62.62,191.51,17.08,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
24,55.16,161.57,21.13,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
59,114.52,160.68,44.35,0,Beginner,2,General Fitness,2,Beginner - General Fitness
35,109.35,186.56,31.42,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
61,68.53,162.39,25.99,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
21,118.04,177.21,37.59,2,Advanced,2,General Fitness,8,Advanced - General Fitness
44,87.46,187.57,24.86,2,Advanced,2,General Fitness,8,Advanced - General Fitness
63,59.58,154.66,24.91,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
60,105.42,161.22,40.56,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
43,52.15,172.5,17.53,0,Beginner,2,General Fitness,2,Beginner - General Fitness
29,66.55,163.99,24.75,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
24,48.85,174.63,16.02,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
20,81.33,184.69,23.84,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
59,60.64,164.82,22.32,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
37,100.04,167.33,35.73,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
49,95.98,152.83,41.09,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
36,97.29,159.67,38.16,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
46,70.86,166.87,25.45,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
56,53.34,182.41,16.03,2,Advanced,2,General Fitness,8,Advanced - General Fitness
37,95.48,191.22,26.11,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
37,94.23,176.76,30.16,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
21,65.3,154.06,27.51,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
59,82.85,155.86,34.1,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
48,94.46,178.89,29.52,0,Beginner,2,General Fitness,2,Beginner - General Fitness
36,118.89,188.4,33.49,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
19,91.41,183.27,27.22,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
48,96.68,191.16,26.46,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
21,90.24,176.18,29.07,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
50,81.92,159.75,32.1,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
59,104.36,180.12,32.17,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
28,118.44,183.69,35.1,0,Beginner,2,General Fitness,2,Beginner - General Fitness
29,56.38,194.48,14.91,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
33,45.41,150.07,20.16,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
49,61.97,184.62,18.18,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
58,93.92,162.55,35.54,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
39,54.15,185.07,15.81,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
33,70.6,173.93,23.34,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
29,47.09,181.14,14.35,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
37,81.2,188.87,22.76,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
44,92.51,190.28,25.55,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
32,111.78,178.84,34.95,0,Beginner,2,General Fitness,2,Beginner - General Fitness
41,72.21,177.33,22.96,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
41,70.57,195.86,18.4,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
53,119.36,186.34,34.37,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
53,90.41,165.39,33.05,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
55,67.19,150.06,29.84,2,Advanced,2,General Fitness,8,Advanced - General Fitness
22,94.64,181.69,28.67,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
48,48.19,184.23,14.2,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
40,86.74,167.14,31.05,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
58,79.55,174.95,25.99,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
44,75.15,186.45,21.62,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
32,111.84,150.68,49.26,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
45,64.09,150.64,28.24,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
37,87.43,175.72,28.31,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
42,73.8,183.31,21.96,0,Beginner,2,General Fitness,2,Beginner - General Fitness
42,74.24,174.0,24.52,2,Advanced,2,General Fitness,8,Advanced - General Fitness
56,119.05,172.21,40.15,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
43,49.94,194.57,13.19,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
64,68.87,174.45,22.63,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
50,92.43,156.42,37.78,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
37,101.51,193.64,27.07,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
55,51.94,189.02,14.54,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
39,68.06,174.6,22.33,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
60,59.72,156.28,24.45,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
43,67.36,163.89,25.08,0,Beginner,2,General Fitness,2,Beginner - General Fitness
56,118.16,173.71,39.16,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
28,92.83,191.0,25.45,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
60,65.38,169.96,22.64,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
59,56.54,198.85,14.3,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
64,72.36,182.05,21.83,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
29,97.63,177.82,30.88,2,Advanced,2,General Fitness,8,Advanced - General Fitness
54,46.57,165.79,16.94,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
42,107.49,165.15,39.41,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
49,101.72,172.71,34.1,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
58,63.82,156.02,26.22,2,Advanced,2,General Fitness,8,Advanced - General Fitness
43,106.18,173.34,35.34,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
31,49.58,174.97,16.2,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
47,115.58,193.63,30.83,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
55,74.05,182.98,22.11,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
55,79.15,170.75,27.15,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
34,116.59,157.57,46.96,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
24,84.39,155.56,34.88,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
18,57.19,183.78,16.93,0,Beginner,2,General Fitness,2,Beginner - General Fitness
43,61.12,152.1,26.42,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
52,53.74,162.71,20.3,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
60,87.44,195.4,22.9,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
33,86.88,193.5,23.2,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
34,84.27,165.96,30.6,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
21,60.06,165.75,21.86,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
53,103.76,163.85,38.65,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
18,69.23,199.39,17.41,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
23,99.15,152.01,42.91,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
54,76.7,199.78,19.22,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
59,81.1,190.48,22.35,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
44,70.64,193.69,18.83,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
50,87.52,167.58,31.16,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
61,49.09,179.97,15.16,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
61,101.41,195.28,26.59,2,Advanced,2,General Fitness,8,Advanced - General Fitness
28,106.98,179.4,33.24,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
46,50.11,160.91,19.35,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
59,103.83,179.93,32.07,2,Advanced,2,General Fitness,8,Advanced - General Fitness
33,109.97,158.23,43.92,2,Advanced,2,General Fitness,8,Advanced - General Fitness
26,46.58,190.98,12.77,0,Beginner,2,General Fitness,2,Beginner - General Fitness
22,102.28,176.17,32.95,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
56,73.04,181.27,22.23,2,Advanced,2,General Fitness,8,Advanced - General Fitness
20,58.83,160.11,22.95,2,Advanced,2,General Fitness,8,Advanced - General Fitness
23,73.88,192.74,19.89,0,Beginner,2,General Fitness,2,Beginner - General Fitness
20,73.71,191.96,20.0,2,Advanced,2,General Fitness,8,Advanced - General Fitness
38,46.94,177.66,14.87,0,Beginner,2,General Fitness,2,Beginner - General Fitness
26,86.84,197.99,22.15,0,Beginner,2,General Fitness,2,Beginner - General Fitness
32,103.34,191.12,28.29,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
54,78.84,166.52,28.43,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
42,115.27,199.2,29.05,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
31,63.44,167.91,22.5,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
64,99.66,152.35,42.94,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
60,86.6,153.84,36.59,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
45,93.14,170.54,32.02,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
57,93.97,178.98,29.34,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
51,48.11,198.39,12.22,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
47,81.78,158.48,32.56,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
64,60.58,179.38,18.83,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
64,114.18,153.64,48.37,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
28,108.28,166.25,39.18,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
31,107.3,161.23,41.27,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
60,118.37,159.04,46.79,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
35,105.79,163.63,39.51,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
36,84.14,153.4,35.76,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
54,96.9,157.0,39.31,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
30,91.4,178.43,28.71,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
62,54.98,157.94,22.04,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
38,77.55,156.38,31.71,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
23,71.66,183.46,21.29,2,Advanced,2,General Fitness,8,Advanced - General Fitness
40,89.18,196.93,22.99,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
32,57.11,173.59,18.95,2,Advanced,2,General Fitness,8,Advanced - General Fitness
62,61.85,153.46,26.26,2,Advanced,2,General Fitness,8,Advanced - General Fitness
59,80.48,152.17,34.76,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
44,97.12,178.37,30.53,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
43,83.49,156.53,34.08,0,Beginner,2,General Fitness,2,Beginner - General Fitness
37,64.6,170.95,22.1,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
19,66.61,150.32,29.48,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
55,51.85,165.93,18.83,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
52,49.57,151.55,21.58,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
41,84.1,194.83,22.16,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
60,89.11,165.8,32.41,0,Beginner,2,General Fitness,2,Beginner - General Fitness
40,77.23,187.49,21.97,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
18,69.56,158.23,27.78,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
51,77.7,179.7,24.06,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
23,91.16,154.08,38.4,2,Advanced,2,General Fitness,8,Advanced - General Fitness
59,102.95,185.74,29.84,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
26,90.36,169.37,31.5,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
26,67.02,163.3,25.13,2,Advanced,2,General Fitness,8,Advanced - General Fitness
22,79.39,178.23,24.99,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
